,timestamp,observed,predicted,threshold,norm_threshold,alertable,baseline,model_relative_error
208,1771252200,2801461041,2653096977,2490313727,2612401164,False,780822536,0.052959531411880874
209,1771254000,2775401875,2586176026,2438756556,2549321158,False,780822536,0.06817962137465228
210,1771255800,2759582291,2579242262,2443377092,2545275969,False,780822536,0.06535048061011056
211,1771257600,2785127916,2590627143,2374005333,2536471691,False,780822536,0.06983549009818621
212,1771259400,2805528125,2637237338,2400729598,2578110403,False,780822536,0.0599854214614227
213,1771261200,2839506041,2703964512,2436978532,2637218017,False,780822536,0.04773419286414542
214,1771263000,2904796875,2760764394,2596926634,2719804954,False,780822536,0.04958435553260501
215,1771264800,2993929375,2877056255,2694833355,2831500530,False,780822536,0.03903669905373102
216,1771266600,3010276562,3007857494,2945670938,2992310855,False,780822536,0.0008036032404918947
217,1771268400,3056992500,2936966573,2805451703,2904087856,False,780822536,0.0392627482730167
218,1771270200,3178218020,2973792826,2788375516,2927438498,False,780822536,0.06432069565825443
219,1771272000,3436238541,3078544092,2873913982,3027386565,False,780822536,0.1040947666269715
220,1771273800,3475910833,3322440464,3159657214,3281744651,False,780822536,0.04415256212644048
221,1771275600,3339111458,3396866002,3249446532,3360011134,False,780822536,0.017296381006279067
222,1771277400,3239513437,3299408935,3163543765,3265442643,False,780822536,0.018489041383778645
223,1771279200,3026200520,3193538536,2976916726,3139383084,False,780822536,0.055296407126385665
224,1771281000,2760680937,2941874908,2705367168,2882747973,False,780822536,0.06563379656502479
225,1771282800,2370118125,2609129196,2342143216,2542382701,False,780822536,0.100843526944464
226,1771284600,2024118854,2201812754,2037974994,2160853314,True,780822536,0.08778827372159836
227,1771286400,1644836250,1825575688,1643352788,1780019963,False,780822536,0.10988293697928897
228,1771288200,1397077083,1441084945,1378898389,1425538306,False,780822536,0.03149995267655536
229,1771290000,1208512083,1209621888,1078107018,1176743170,False,780822536,0.0009183234620584261
230,1771291800,1063158645,1122070622,936653312,1075716295,False,780822536,0.05541221649004227
231,1771293600,973998645,997305258,792675148,946147730,False,780822536,0.02392879406931824
232,1771295400,901479895,921274268,758491018,880578455,False,780822536,0.021957642216746277
233,1771297200,871709375,861970570,714551100,825115702,False,780822536,0.011172077849914142
234,1771299000,863353645,828123122,692257952,794156829,False,780822536,0.040806595540579436
235,1771300800,865145104,826092757,609470947,771937304,False,780822536,0.04513964977602185
236,1771302600,911241979,831258684,594750944,772131749,False,780822536,0.08777393584059191
237,1771304400,988621979,881983798,614997818,815237303,False,780822536,0.10786547665859653
238,1771306200,1149024687,960279684,796441924,919320244,False,780822536,0.16426540276762566
239,1771308000,1360263437,1155660673,973437773,1110104948,False,780822536,0.15041407306458388
240,1771309800,1631552916,1412502040,1350315484,1396955401,False,780822536,0.134259130581579
241,1771311600,1909775000,1718502897,1586988027,1685624180,False,780822536,0.10015426058043486
242,1771313400,2242432395,1951562843,1766145533,1905208515,False,780822536,0.12971162593287455
243,1771315200,2533967916,2231649091,2027018981,2180491564,False,780822536,0.11930649282932752
244,1771317000,2824932708,2527063985,2364280735,2486368172,False,780822536,0.10544276759459008
245,1771318800,2940140729,2773325129,2625905659,2736470262,False,780822536,0.05673728415603334
246,1771320600,2987075000,2840795232,2704930062,2806828939,False,780822536,0.048970905651850055
247,1771322400,3043801145,2868472625,2651850815,2814317173,False,780822536,0.05760183127863302
248,1771324200,3092619791,2914223561,2677715821,2855096626,False,780822536,0.05768450118542231
249,1771326000,3096768229,3001037726,2734051746,2934291231,False,780822536,0.030913034467197772
250,1771327800,2869805729,3008819287,2844981527,2967859847,False,780822536,0.04844005871032952
251,1771329600,2814945625,2732315951,2550093051,2686760226,False,780822536,0.029353914784766046
252,1771331400,2814467916,2746677194,2684490638,2731130555,False,780822536,0.02408651440459341
253,1771333200,2851381666,2791713039,2660198169,2758834321,False,780822536,0.02092621542443487
254,1771335000,2785895104,2747435152,2562017842,2701080824,False,780822536,0.013805240529257199
255,1771336800,2678447812,2675930783,2471300673,2624773255,False,780822536,0.0009397341955752095
256,1771338600,2595041979,2603427351,2440644101,2562731539,False,780822536,0.0032313049530055407
257,1771340400,2578924270,2554794753,2407375283,2517939885,False,780822536,0.009356427127656603
258,1771342200,2582557395,2526841531,2390976361,2492875238,False,780822536,0.02157391123537837
259,1771344000,2615921666,2527104453,2310482643,2472949001,False,780822536,0.033952550703022465
260,1771345800,2649515520,2568451542,2331943802,2509324607,False,780822536,0.030595773977576096
261,1771347600,2704152291,2645030507,2378044527,2578284012,False,780822536,0.021863333731894467
262,1771349400,2800606458,2725268637,2561430877,2684309197,False,780822536,0.026900538197644906
263,1771351200,2896115208,2836211873,2653988973,2790656148,False,780822536,0.020684030398558647
264,1771353000,2900321250,2945196896,2883010340,2929650257,False,780822536,0.015472646693879169
265,1771354800,2927659166,2895644274,2764129404,2862765556,False,780822536,0.010935320740816044
266,1771356600,3028309166,2950246952,2764829642,2903892624,False,780822536,0.02577749157068727
267,1771358400,3257406250,3057520732,2852890622,3006363205,False,780822536,0.06136339856289034
268,1771360200,3384687916,3260348055,3097564805,3219652242,False,780822536,0.03673598987139232
269,1771362000,3328164583,3310110168,3162690698,3273255300,False,780822536,0.005424736232162471
270,1771363800,3247564791,3213783428,3077918258,3179817136,False,780822536,0.01040205975062254
271,1771365600,3078784375,3142936375,2926314565,3088780922,False,780822536,0.020836795366677797
272,1771367400,2723129166,2971734322,2735226582,2912607387,True,780822536,0.09129392725985734
273,1771369200,2348913958,2624175395,2357189415,2557428900,True,780822536,0.11718668368524378
274,1771371000,1952040625,2197466988,2033629228,2156507548,True,780822536,0.12572810209828497
275,1771372800,1600801145,1846039935,1663817035,1800484210,True,780822536,0.1531975353503386
276,1771374600,1362962187,1532731111,1470544555,1517184472,True,780822536,0.12455879232693635
277,1771376400,1176165833,1318123188,1186608318,1285244471,True,780822536,0.12069501682251299
278,1771378200,1001019270,1140739484,955322174,1094385157,False,780822536,0.13957794638658655
279,1771380000,884043229,1008264514,803634404,957106987,False,780822536,0.140514944207553
280,1771381800,849604479,920177409,757394159,879481597,False,780822536,0.08306562847110414
281,1771383600,833441041,879633013,732213543,842778145,False,780822536,0.05542320299535141
282,1771385400,827647552,862276012,726410842,828309719,False,780822536,0.04183962112413763
283,1771387200,828364270,847237865,630616055,793082412,False,780822536,0.02278417319955145
284,1771389000,880682708,844700259,608192519,785573324,False,780822536,0.04085744919610707
285,1771390800,983623541,901808862,634822882,835062367,False,780822536,0.08317682079550798
286,1771392600,1180197812,997476028,833638268,956516588,False,780822536,0.15482301538108598
287,1771394400,1374186770,1192323714,1010100814,1146767989,False,780822536,0.1323423132650302
288,1771396200,1609903958,1537121789,1474935233,1521575150,False,780822536,0.04520901302113576
289,1771398000,1875231875,1790972933,1659458063,1758094216,False,780822536,0.04493254574184326
290,1771399800,2217500625,1973340790,1787923480,1926986462,False,780822536,0.11010586975595554
291,1771401600,2512843437,2283860771,2079230661,2232703244,False,780822536,0.09112492351428578
292,1771403400,2805968125,2526058043,2363274793,2485362231,False,780822536,0.09975526076227256
293,1771405200,2940256250,2807030837,2659611367,2770175969,False,780822536,0.04531081704188198
294,1771407000,2996151666,2901229568,2765364398,2867263276,False,780822536,0.03168133945860136
295,1771408800,3018866354,2930682675,2714060865,2876527222,False,780822536,0.02921085886533419
296,1771410600,3091323541,2971799739,2735291999,2912672804,False,780822536,0.03866428098345724
297,1771412400,3073924583,3036007012,2769021032,2969260517,False,780822536,0.012335231387815736
298,1771414200,2807989166,3015575952,2851738192,2974616512,True,780822536,0.07392720332169543
299,1771416000,2759733958,2775154683,2592931783,2729598958,False,780822536,0.005587757818212128
300,1771417800,2790790416,2740595081,2678408525,2725048442,False,780822536,0.01798606398826045
301,1771419600,2836178749,2778156174,2646641304,2745277457,False,780822536,0.02045801063154359
302,1771421400,2770999687,2831316124,2645898814,2784961797,False,780822536,0.021767031329152222
303,1771423200,2678362916,2779792696,2575162586,2728635168,False,780822536,0.0378700658503293
304,1771425000,2593328333,2686068226,2523284976,2645372414,False,780822536,0.03576095314268099
305,1771426800,2572502500,2608727715,2461308245,2571872847,False,780822536,0.014081702544506759
306,1771428600,2608153645,2588641162,2452775992,2554674869,False,780822536,0.0074813395435528495
307,1771430400,2621835312,2611404192,2394782382,2557248740,False,780822536,0.003978556529564356
308,1771432200,2639132187,2641574618,2405066878,2582447683,False,780822536,0.0009254674745096426
309,1771434000,2681057499,2687348377,2420362397,2620601882,False,780822536,0.0023464166666870875
310,1771435800,2726119583,2746512137,2582674377,2705552697,False,780822536,0.007480432673301405
311,1771437600,2794122916,2842255271,2660032371,2796699546,False,780822536,0.01722628404225865
